id_record,sequence_name,body_part,activity,timestamp,date,coord_x,coord_y,coord_z
981,A01,010-000-024-033,walking,633790226051280329,27.05.2009 14:03:25:127,4.06293106079102,1.89243423938751,0.507425427436829
982,A01,020-000-033-111,walking,633790226051820913,27.05.2009 14:03:25:183,4.29195356369019,1.7811404466629,1.34449529647827
983,A01,020-000-032-221,walking,633790226052091205,27.05.2009 14:03:25:210,4.35910129547119,1.82645571231842,0.968820989131928
984,A01,010-000-024-033,walking,633790226052361498,27.05.2009 14:03:25:237,4.08783531188965,1.87999868392944,0.466983407735825
985,A01,010-000-030-096,walking,633790226052631792,27.05.2009 14:03:25:263,4.32446241378784,2.07245969772339,0.488064646720886
986,A01,020-000-033-111,walking,633790226052902087,27.05.2009 14:03:25:290,4.36407709121704,1.76769149303436,1.2999963760376
987,A01,020-000-032-221,walking,633790226053172379,27.05.2009 14:03:25:317,4.37390804290771,1.88795959949493,0.769018948078156
988,A01,010-000-024-033,walking,633790226053442677,27.05.2009 14:03:25:343,3.95849609375,1.70356285572052,0.511041402816772
989,A01,020-000-033-111,walking,633790226053983265,27.05.2009 14:03:25:397,4.24491357803345,1.98168194293976,1.30875885486603
990,A01,010-000-024-033,walking,633790226054523854,27.05.2009 14:03:25:453,4.01699066162109,1.73406493663788,0.193166807293892
991,A01,010-000-030-096,walking,633790226054794151,27.05.2009 14:03:25:480,4.35824918746948,2.03383588790894,0.502825260162354
992,A01,020-000-033-111,walking,633790226055064446,27.05.2009 14:03:25:507,4.12630939483643,2.16554093360901,1.37884378433228
993,A01,020-000-032-221,walking,633790226055334743,27.05.2009 14:03:25:533,4.41847038269043,1.83986020088196,0.972940742969513
994,A01,010-000-024-033,walking,633790226055605037,27.05.2009 14:03:25:560,3.74837470054626,2.0734224319458,0.254481703042984
995,A01,020-000-032-221,walking,633790226056415915,27.05.2009 14:03:25:640,4.36312580108643,1.93686878681183,0.939827740192413
996,A01,010-000-024-033,walking,633790226056686205,27.05.2009 14:03:25:670,3.82089400291443,2.04937791824341,0.0553768649697304
997,A01,010-000-030-096,walking,633790226056956500,27.05.2009 14:03:25:697,4.35547733306885,1.99015069007874,0.501697838306427
998,A01,020-000-033-111,walking,633790226057226795,27.05.2009 14:03:25:723,4.2925009727478,2.07385325431824,1.36650812625885
999,A01,020-000-032-221,walking,633790226057497087,27.05.2009 14:03:25:750,4.44374513626099,1.88284301757812,0.980791985988617
1000,A01,010-000-024-033,walking,633790226057767378,27.05.2009 14:03:25:777,4.03950643539429,1.90846538543701,0.453817009925842
1001,A01,020-000-032-221,walking,633790226058578251,27.05.2009 14:03:25:857,4.44277191162109,1.92148947715759,0.972291707992554
1002,A01,010-000-024-033,walking,633790226058848547,27.05.2009 14:03:25:883,4.03004932403564,1.92463433742523,0.490845888853073
1003,A01,010-000-030-096,walking,633790226059118838,27.05.2009 14:03:25:913,4.43934965133667,1.77909481525421,0.581532657146454
1004,A01,020-000-033-111,walking,633790226059389134,27.05.2009 14:03:25:940,4.4010648727417,1.95873010158539,1.39270281791687
1005,A01,010-000-024-033,walking,633790226059929714,27.05.2009 14:03:25:993,4.03309726715088,1.90774607658386,0.449980527162552
1006,A01,020-000-033-111,walking,633790226060470296,27.05.2009 14:03:26:047,4.25781297683716,2.11881637573242,1.42175984382629
1007,A01,020-000-032-221,walking,633790226060740593,27.05.2009 14:03:26:073,4.3217568397522,2.01616597175598,0.954243063926697
1008,A01,010-000-024-033,walking,633790226061010886,27.05.2009 14:03:26:100,3.81520819664001,1.98811626434326,0.22739788889885
1009,A01,010-000-030-096,walking,633790226061281182,27.05.2009 14:03:26:127,4.30866813659668,2.04155898094177,0.556878507137299
1010,A01,020-000-033-111,walking,633790226061551477,27.05.2009 14:03:26:157,4.17521905899048,2.16235184669495,1.35212993621826
1011,A01,010-000-024-033,walking,633790226062092058,27.05.2009 14:03:26:210,4.02553844451904,1.91919565200806,0.537732839584351
1012,A01,020-000-033-111,walking,633790226062632644,27.05.2009 14:03:26:263,4.15269470214844,2.2164318561554,1.34561812877655
1013,A01,020-000-032-221,walking,633790226062902937,27.05.2009 14:03:26:290,4.32748413085938,1.90380048751831,1.01393020153046
1014,A01,010-000-024-033,walking,633790226063173229,27.05.2009 14:03:26:317,3.99912333488464,1.91119658946991,0.547205030918121
1015,A01,010-000-030-096,walking,633790226063443524,27.05.2009 14:03:26:343,4.48884439468384,1.87741839885712,0.298621416091919
1016,A01,020-000-033-111,walking,633790226063713818,27.05.2009 14:03:26:370,4.14121961593628,2.18105888366699,1.33191704750061
1017,A01,020-000-032-221,walking,633790226063984109,27.05.2009 14:03:26:400,4.31012630462646,1.99083614349365,0.969041049480438
1018,A01,010-000-024-033,walking,633790226064254399,27.05.2009 14:03:26:427,3.79436922073364,1.94271290302277,0.193225994706154
1019,A01,020-000-033-111,walking,633790226064794985,27.05.2009 14:03:26:480,4.13047981262207,2.18855571746826,1.3609391450882
1020,A01,020-000-032-221,walking,633790226065065279,27.05.2009 14:03:26:507,4.35197830200195,1.9333747625351,0.996161460876465
1021,A01,010-000-024-033,walking,633790226065335574,27.05.2009 14:03:26:533,4.03576374053955,1.88163256645203,0.497713834047318
1022,A01,010-000-030-096,walking,633790226065605868,27.05.2009 14:03:26:560,4.33222675323486,2.00543785095215,0.441222310066223
1023,A01,020-000-033-111,walking,633790226065876166,27.05.2009 14:03:26:587,4.19764137268066,2.16063952445984,1.35804724693298
1024,A01,020-000-032-221,walking,633790226066146460,27.05.2009 14:03:26:613,4.35668325424194,1.91815960407257,1.05625402927399
1025,A01,010-000-024-033,walking,633790226066416759,27.05.2009 14:03:26:643,4.02124357223511,1.90989983081818,0.503661274909973
1026,A01,020-000-033-111,walking,633790226066957341,27.05.2009 14:03:26:697,4.24960660934448,2.15745806694031,1.34655094146729
1027,A01,020-000-032-221,walking,633790226067227640,27.05.2009 14:03:26:723,4.48851108551025,1.82382273674011,1.02954649925232
1028,A01,010-000-024-033,walking,633790226067497930,27.05.2009 14:03:26:750,3.8074049949646,2.06171727180481,0.227385714650154
1029,A01,010-000-030-096,walking,633790226067768228,27.05.2009 14:03:26:777,4.32999086380005,2.00812792778015,0.453713744878769
1030,A01,020-000-032-221,walking,633790226068308811,27.05.2009 14:03:26:830,4.43226957321167,1.88229286670685,1.04071199893951
1031,A01,010-000-024-033,walking,633790226068579103,27.05.2009 14:03:26:857,3.79454493522644,2.00129413604736,0.363713830709457
1032,A01,020-000-033-111,walking,633790226069119689,27.05.2009 14:03:26:913,4.49122047424316,1.60672509670258,1.2350310087204
1033,A01,020-000-032-221,walking,633790226069389983,27.05.2009 14:03:26:940,4.397789478302,1.92392063140869,0.953213274478912
1034,A01,010-000-024-033,walking,633790226069660277,27.05.2009 14:03:26:967,3.96129202842712,1.76983499526978,0.371803879737854
1035,A01,010-000-030-096,walking,633790226069930573,27.05.2009 14:03:26:993,4.54258155822754,1.68784379959106,0.504661798477173
1036,A01,020-000-033-111,walking,633790226070200863,27.05.2009 14:03:27:020,4.48272800445557,1.73068141937256,1.32382357120514
1037,A01,020-000-032-221,walking,633790226070471162,27.05.2009 14:03:27:047,4.38154935836792,1.90936088562012,0.982146620750427
1038,A01,010-000-024-033,walking,633790226070741452,27.05.2009 14:03:27:073,4.10830926895142,2.01657629013062,0.457854717969894
